"Y1" "Y2" "Y3" "Y4" "Y5"
"1" -1.65979616163311 -1.90271394898909 -2.60794181859358 -3.59169463143815 -3.29508618071424
"2" -1.45689111005577 -1.0225422002085 -1.3921573646258 -1.41493108612373 -1.67099216998481
"3" -0.685522342740738 -1.15434474934972 -1.43667817954595 -1.65420771011472 -2.16300557756546
"4" -0.656006256761092 -1.73885540126335 -1.85598570479666 -2.8935945680274 -2.99556342181774
"5" -2.83830105284814 -2.16172920780958 -2.51140051746817 -4.38455013888203 -3.89075110505664
"6" -0.939199344109602 -2.76852536666567 -2.73967045015528 -2.80967968818091 -2.4216234661639
"7" -1.35653043887981 -2.75780746519372 -3.01463273632118 -3.69949682039163 -3.73994076805351
"8" -2.38349607614331 -1.40723920759705 -1.94460630978163 -1.64536223251483 -2.79199717150783
"9" -0.188288406718243 -0.529540947888604 -0.776804564519496 -1.37302772359845 -1.8143176098036
"10" -3.93119395954429 -3.43826177025351 -5.0394918747719 -4.12236479029021 -4.74860409376792
"11" 0.374285831417175 -0.662344622867832 -1.71100914820264 -1.3905847581772 -0.365018244657946
"12" -1.14874710486699 -1.09244995779302 -2.17913491042057 -2.32917676676388 -2.89089891982212
"13" -1.72547505882074 -2.39272221665543 -2.80108835171546 -3.18834747197821 -4.51073841808049
"14" -2.2131978089335 -2.4686868035011 -1.64669204943374 -2.99780889021014 -1.1837776310383
"15" -0.44557647739506 -2.92356302702107 -3.97350943453087 -4.84592452390267 -5.14058674180265
"16" -0.929618167816631 -1.55588498552305 -2.39915525808616 -1.99028570331844 -3.72771679669006
"17" -1.50275312356755 -1.73207543584684 -1.404498515318 -2.90957751285215 -2.28464351201885
"18" -1.69841149574474 -3.21251865677868 -2.69037274441834 -4.90814912150021 -5.77272913589161
"19" -1.96523995977171 -1.92157586598116 -3.44253106258718 -2.71435111220209 -3.26086913452912
"20" -1.24976291461512 -0.998844723063068 -0.926580944312726 -2.47629171888348 -2.76846797169837
"21" 0.00542693302012787 -1.78266355828404 -1.90509987056245 -2.76240742343469 -3.52109844366028
"22" -1.35569650333885 -1.93923855635934 -2.53369301720789 -2.62162182429689 -2.83389525358961
"23" -1.56031581922136 -2.98875802582375 -3.04968228325203 -3.1425467410406 -4.6283163825272
"24" 0.812140164006743 -0.697024341244701 -0.0399385217224369 0.443820361107852 -0.649323598887612
"25" -0.908054695664891 -1.82387565425954 -2.41738648170368 -3.55679568587003 -2.69534112324988
"26" -1.84143446821168 -2.56734217848154 -2.09458820422765 -2.68634683020971 -3.35846003274176
"27" -1.12590984979789 -2.18943380172202 -1.72302350926113 -2.20934253456051 -3.15665447853682
"28" -2.0889683681095 -3.54103893447349 -4.21578807657801 -3.55448858909649 -3.34023684400958
"29" 0.0337053027921733 -0.787816427964917 -2.56401611407652 -3.45796330463919 -3.97463332687344
"30" -1.91739639696068 -2.84933449930303 -3.40067503297015 -4.40313966700442 -3.09629747259148
"31" -1.42889675623752 -1.71151470551861 -1.56729106207594 -2.20645588079785 -2.04911066002081
"32" -2.10762749016811 -2.87564503796792 -2.21085610498466 -2.08531942829773 -1.04555261475239
"33" 1.02875015317517 -1.18230868842827 0.336293164173916 -0.648050814558742 0.238797949764687
"34" -1.78045125979356 -2.011407450416 -1.96277794649791 -2.64729258805013 -3.21058878977336
"35" -0.402991207243618 -1.79645016125073 -2.86738513615963 -3.09957028279085 -4.48418684549059
"36" -1.37291125067555 -1.99065100616678 -2.12053990471283 -2.83042015429626 -3.95686860409452
"37" -1.81869743446402 -2.11429687825625 -1.51439928813058 -0.843303212981199 -1.52004182332697
"38" 0.379558189361756 -1.98041409171327 -2.27298108257959 -3.10184443266796 -2.87722592352126
"39" 0.558442038570772 -1.71627213970529 -1.60519482572639 -2.98727605035182 -2.92379951120679
"40" -2.02006015605823 -2.74960155842497 -2.06052741623974 -3.4018689262812 -2.24666329214556
"41" -2.48357178087698 -3.45479067074831 -3.78623986824537 -5.44534981241644 -4.21120298156292
"42" -0.312640033148279 -2.06620274884935 -2.24585424222078 -2.08519043831509 -2.90620493302057
"43" 1.32120721757091 -0.328725273100106 0.642941009182907 -0.593814718491527 -2.05030810423279
"44" -3.12053397540249 -4.83468286239425 -5.0666002015814 -5.96710174699312 -6.2027406049645
"45" -1.70850060195566 -2.00358736646858 -1.51304323118922 -4.06972392752376 -3.42019859619208
"46" -0.809309949808934 -1.41720911967926 -1.62340233218295 -2.37266040471415 -3.39847690429948
"47" 0.108067998089762 -1.13599947037789 -2.48106212952953 -3.28927766907559 -4.21131219317867
"48" -1.155812820407 -1.86469153782375 -3.51769835954795 -3.47999116720694 -4.57829481184024
"49" -0.831702835848561 -2.36470982113167 -4.18578127371351 -4.10838945995135 -4.25613452255406
"50" -1.49839367294776 -1.85778301356054 -3.44993257526877 -2.89990831923865 -3.03955684652591
"51" -1.72712029613837 -2.61543405923752 -3.64725932292312 -3.98982678651252 -5.15852174433819
"52" -0.992104373832337 -2.65938089229811 -2.03740542394137 -3.93983982039857 -2.70269274283387
"53" -0.78710801898289 -1.08071190978838 -0.804462763695872 -2.31860388059169 -1.25216474651408
"54" -0.790259718019224 -1.54912388635967 -3.21039211991165 -3.17919905776613 -1.86609447406959
"55" -1.00584528369052 -1.84652921191995 -3.18707000963173 -3.20994870148433 -2.94973044630292
"56" -2.76210881852543 -4.36671364785579 -3.71503911236791 -3.67606496989222 -3.74553637828695
"57" -1.7758628630232 -2.12537760454241 -2.8024981966104 -1.76412171328692 -3.38675216196664
"58" -2.17761510358448 -2.23402042463559 -3.99033709558962 -4.52274632415319 -4.7560106341087
"59" -0.348601522236208 -0.621309096915131 -1.0719286888889 -1.39230097747675 -1.13346157391011
"60" -2.55237312418147 -3.19749523011032 -3.73879633183261 -3.96045511434892 -4.63342509633749
"61" -0.501218775184804 -2.15551361651764 -3.20417250051748 -3.30617666973559 -2.64695494542719
"62" 0.643302230017979 -0.474856004208929 -1.27090617884729 -3.68610159314972 -3.02047957643617
"63" -2.00795890180771 -2.66387801351468 -1.99878568625906 -3.05678960024019 -4.18671647995246
"64" -1.87417262651369 -1.92266104427519 -2.123857475636 -3.01411083382496 -2.39545555043772
"65" -0.517145723080535 -2.80100204172893 -2.59512600813569 -3.84980555029604 -3.89371240280249
"66" -1.85705160677316 -1.36171048546531 -1.60261187988804 -2.31925006867382 -1.5222034437266
"67" 0.85409332995818 1.32195814612679 1.49311496924265 0.0250397882558747 0.927710692732181
"68" -1.93504643452813 -2.60564698306337 -2.87889286554761 -3.34762223684116 -2.79768299184006
"69" -0.343282186667574 -0.982645964138233 -1.56205139618667 -3.39143778926137 -3.3898885962338
"70" 0.506891245154323 -0.747378696789919 -0.584667376478392 0.24195619048737 -0.685734782157365
"71" -2.09452025848161 -3.7179868309538 -3.9345636946811 -2.98736903876436 -4.26191299045915
"72" -2.58257483609563 -2.98967139564192 -2.83530651581716 -3.79294895704421 -2.79269047565418
"73" -1.69043049502867 -1.73423537959454 -3.57948434314582 -3.46305645026827 -4.02274655955907
"74" -0.446146175924596 -2.0662864584401 -1.50738601754159 -3.54392626094971 -2.86446392612435
"75" -1.51240856045027 -1.86291724883684 -3.3545318045518 -3.47731419309368 -4.01100863370408
"76" -0.851671626749902 -1.98683669349076 -2.36422813604646 -2.63739039056185 -3.36360995010462
"77" -0.886597123817867 -1.23621291799953 -1.1441509484584 -1.78557278762701 -1.38615015618845
"78" -1.60998195021026 -1.50090728526413 -2.5180935653115 -2.36486967795773 -3.13840682165159
"79" -1.15459768560199 -2.83571107888044 -1.44471075594938 -2.85988292358381 -2.41717491717606
"80" -1.02194407995036 -2.51016249939954 -2.29157649872517 -4.1667988584328 -3.44577491812173
"81" -0.0632948811355145 -1.40048275411125 -2.12805372941684 -2.48600569751755 -2.665670877675
"82" -0.477330184501267 -2.18519207982323 -1.66995521475849 -3.91258980580369 -3.22916328770285
"83" -0.971443075132484 -0.544925094641138 -2.47002928987155 -1.27702791411089 -2.62723461626281
"84" -0.523084529519847 -3.10096750275695 -3.02686765580248 -3.11590130182146 -4.17045457820306
"85" -3.40860812773834 -2.8511803056544 -3.02578805682058 -3.47059164782332 -3.42304378816782
"86" -0.680878851761082 -1.06918443977853 -1.0589256255377 -1.51365123491428 -2.6823388917156
"87" -1.41678610783992 -1.44920651775954 -1.84948634725197 -1.59562774812323 -2.66069915181745
"88" -0.245887167683765 -2.60923893007719 -0.890973505402424 -3.7070567545704 -1.92602482690905
"89" -1.94436578807029 -2.15519901096387 -1.71257956053712 -3.50957768671356 -3.58171933395394
"90" 0.75752755148935 -1.23509862042788 -1.72088240344213 -2.01120616587301 -1.83444558106494
"91" -1.64449117082283 -1.95860434599212 -2.24363835387942 -2.83438936199547 -3.59304923941363
"92" -0.0836119990596035 -1.15715661270982 -1.43134132598294 -1.93480981938674 -3.12960736432893
"93" -0.312240537271862 0.737620078685824 -1.78087210460774 -1.72102125412698 -2.03617227028046
"94" -0.152678071433306 -1.99057690700584 -1.83438287253122 -1.89344923875422 -2.05587630942608
"95" 0.230124533996049 -1.1431076919623 -2.24324674342254 -3.11732976917908 -2.59024061619476
"96" 0.990257299862462 -1.76761909214626 -1.86558450417115 -1.84324851672183 -2.23189418512361
"97" -1.6817037559447 -2.59138754066484 -3.45468326483963 -4.27010227057093 -3.98492885020965
"98" -1.71841506068811 -1.14457300014346 -2.83484357737438 -3.220752159353 -3.57188749622114
"99" -0.24473565703605 -0.962752521722626 -0.915909359959576 -1.62090188764561 -1.97332109067421
"100" -1.29286599890321 -2.79474932546222 -2.18692119522331 -2.99118026386549 -3.14534296456724
"101" -0.0332007917193649 -0.802845866734793 -3.48044081486168 -3.30238914454672 -3.12106967218752
"102" 0.155046620349568 -0.160459493320171 -0.948881672127077 -2.58349596104434 -2.98025037189195
"103" -1.40476470634997 -2.55446650168723 -2.11732722039147 -2.60445380939082 -3.42302436016986
"104" -0.2441661363603 -1.34194667772436 -2.86063266520817 -4.57423352027748 -3.20425509768144
"105" 0.0271381903616887 -0.56386800224253 -1.63731601098829 -2.17507279725756 -3.21162148448137
"106" 0.607603718573524 -0.778416851991899 -1.3997521026505 -2.40083520021838 -3.03438856075976
"107" -2.06212402801686 -2.68633994655726 -1.74835391017813 -2.73179747209999 -2.96144544046897
"108" -1.59085223655425 -1.71366297221261 -3.40672997853481 -3.44563343549982 -2.67466966873287
"109" 0.2088620207171 -1.11779764962121 -1.15448413485679 -2.31920956356069 -2.59933447574939
"110" -0.848968311769901 -0.764745003582764 -2.0367824174489 -0.447441443460715 -1.17390391912037
"111" -2.38990226134887 -3.64885021964602 -4.70438608938432 -4.58356293332081 -4.02626115204295
"112" 0.538680723816293 -1.74352065050327 -1.63878764328793 -2.28447443710642 -3.86020719785459
"113" 0.040537216533159 -1.27972090897184 -0.998441431003078 -2.95971829809515 -1.94185942381951
"114" -2.22790031558707 -2.76414698868494 -3.24607259899136 -3.04889829611969 -3.71541276542126
"115" -1.4551074994888 -1.95809336897941 -3.03636509168005 -3.15729477092969 -4.86711011148975
