"X1_t1" "X1_t2" "X1_t3" "X1_t4" "X1_t5" "X2_t1" "X2_t2" "X2_t3" "X2_t4" "X2_t5" "Y1_t1" "Y1_t2" "Y1_t3" "Y1_t4" "Y1_t5" "Y2_t1" "Y2_t2" "Y2_t3" "Y2_t4" "Y2_t5" "Y3_t1" "Y3_t2" "Y3_t3" "Y3_t4" "Y3_t5"
"1" -0.412713563596137 -4.59413053903241 -6.84397901718588 -10.4271112656074 -11.6235709004501 -1.3603676857549 -4.65876476573487 -6.90737905092473 -9.11931615706834 -10.7220126806082 1.9725816483686 2.93068762224133 5.32142469943875 7.42442212203207 8.91995600113778 0.538267700866335 2.79706317674664 5.2955334286192 7.04158343925337 7.5723250779297 0.786885644773837 2.60708317438452 4.77317110725677 6.14301991569062 6.32900389892397
"2" -1.76440396464318 -4.05383159368396 -3.17246183905314 -0.660847622184849 1.29321200330135 -1.4924272126519 -2.65650523307659 -2.39333376495238 -1.09944610547205 0.996726413501801 1.47935317777121 6.45465536768639 8.08886246558822 7.64422296475462 6.62278696453199 1.57131140380047 5.32392552263847 6.3968767195232 7.09473333856639 5.82209500074661 1.31405211554474 4.5347562448997 5.45613488995702 4.7310973545859 4.20317997072304
"3" -1.33148283016932 -3.22329565422129 -3.3648320255695 -3.60111346189946 -3.26972553127729 -0.536643432432102 -3.91193475948008 -3.13906439781905 -3.32874932747103 -3.10554365505514 2.22491631008054 5.36195521992205 6.89744268321317 7.08665917748275 8.5583773363515 1.66912127182202 3.98138810372228 5.79603453918224 6.19058679131755 6.29906060192635 1.71408721528533 4.77269564909219 5.31099620250982 4.90868520974802 5.70569062193698
"4" 0.0489529136632147 -3.33065844128708 -6.13517853318039 -7.41014773552807 -7.18994205001008 -0.471854488907118 -2.58498948976172 -5.13489440186894 -6.3785044108192 -6.53509047207569 2.25589076570537 4.27784849620423 5.91221125546981 8.14901323697989 8.91453317540064 2.13036934955229 3.52807244857421 5.36701894988942 6.66238043110858 8.1231259069516 1.42317611221844 3.54404172163526 4.50342368366453 5.29674356263566 7.33488402963128
"5" 0.0503698445619425 -2.96727256746818 -4.82686862229136 -7.88365748312232 -8.3715967425356 -0.136178573966852 -2.18098646788013 -4.42755856072223 -6.06330611724603 -7.8759152481105 2.03105858659527 2.30796517545637 6.07144959609597 6.24935650134877 8.44293962656911 1.48147351514968 2.68306323415879 5.04683287630293 6.03165428037645 7.267766789827 1.71393167796308 2.32863029606095 3.88801764369464 5.06713373358041 6.48674913042774
"6" 0.544152971794427 -2.88240602351556 -5.7260013957633 -9.39910970963461 -11.3754357228724 -0.207784219346719 -2.24942445144126 -5.6738521084479 -8.2543337214202 -10.0459176179636 0.489563735935423 2.87382461360468 4.05498612631033 6.85857145388987 8.72674875289673 -0.0766792918473364 1.61468617647476 4.0431805468841 6.42378454947607 7.88884231810605 -0.140414503306801 2.07760887329959 2.65084586259228 5.60275663408277 7.13503463046047
"7" 0.18341681115681 -2.68097050248002 -3.97114203851576 -5.1302832277652 -4.9062915883237 0.158122562334622 -2.32649730526021 -3.69394937127873 -4.081096105669 -4.13503630024061 1.76590358146249 5.19374761592056 6.10979034397909 7.96193913181399 8.76320332222961 1.41284296492493 4.50101773013908 5.91537354192388 7.06634374599613 7.14221548818463 1.54160394425072 3.97476574690764 4.78668881789009 5.86823656465865 6.26750648453238
"8" -1.89153307025866 -4.34919239309798 -6.90062125985922 -9.09856095439903 -10.3385050581568 -1.13348490645618 -3.94635792943426 -5.83770605013286 -8.66483367092561 -10.1729477926544 2.07735416861951 4.25028310234255 5.95430122909673 8.22227709334969 9.32500448971241 1.70747329268859 3.47494744446149 4.68274801647536 6.83451201549496 8.45561779888106 1.57562646048691 3.96134180603235 4.36830318329686 6.23754264424504 7.67344386802464
"9" 0.910404375297292 -2.17252616320932 -2.94808675999738 -2.51907229025342 -3.64468025714508 -0.472734239872306 -1.38638156288847 -1.96116274299649 -2.61338704586702 -2.06281418102109 1.1214626157449 4.17158375491549 4.97422417945841 6.84530053674448 7.28440539722135 1.99638177924118 3.68833781216888 4.83400016100055 5.00297609542156 5.94884519793877 0.399063066503016 4.29546961717502 4.18009087219193 5.15046255842025 5.03405363052448
"10" -0.0300515087448291 -2.53892500268988 -4.57315640489194 -6.52880584538048 -7.21011518898901 -0.652833331969139 -2.25178706423305 -3.68454325556693 -5.47028904071583 -6.05073263642403 1.42333651593204 3.42071770643571 4.92189611993282 5.95661935341529 8.12582558816703 0.591432936080045 3.52245321657354 4.97785117829276 6.30201012036026 7.16401969488149 0.733498084737476 3.47972320620859 3.18269469888561 4.54278990247187 6.94553591241882
"11" -2.00316921786641 -6.63126670966228 -8.69405665590203 -10.160669099117 -12.6146976185732 -2.04569794610539 -6.396947358253 -7.94021993828656 -9.34240980719752 -9.92828134303482 1.37735997873298 3.53844772051003 6.13247693421585 8.73568014834164 11.494572256781 1.48461550085875 3.66669854382909 5.62687204078003 7.90328221973593 9.04005525762736 0.105136202156302 2.96350662015593 4.93459901772164 6.43224508895727 8.08634839119707
"12" 1.12114206515935 -2.45229058267771 -3.95789140743937 -4.47032895700978 -5.1056965394636 -0.546955747328201 -2.29922705335885 -3.7133724384963 -3.9440594577452 -4.38951627036637 2.18024576064421 3.896279062608 5.06714333418422 7.02813958953503 6.88692331434752 1.34015128977961 3.30057390112657 4.29339514677596 5.21041494453281 5.84946357735258 1.28652417771009 3.36999501534653 3.64361678788813 4.81707838469657 5.25538365191982
"13" 0.148099271694301 -2.56557338445006 -4.49380513753922 -8.52433005767951 -10.9004042278269 0.905161507541132 -3.5121601502337 -5.0713514789934 -7.30837862462383 -10.8102292129727 1.66625199748823 3.03440188151821 5.29056872276405 6.92850708377438 9.60038555165952 1.39341690745966 2.66821963339975 4.25785630682552 6.28292983619484 9.50258892037684 2.35519467377117 3.5533207113729 4.2430943615049 6.81993263282196 7.62678834289202
"14" -0.476295709925651 -3.45861858769996 -3.09416497906925 -3.3005105532076 -1.98770679159282 -0.442072379932861 -2.7164472994306 -2.60013861449504 -2.85982016809858 -1.6755959171958 1.68615722835253 4.77421372248444 5.61297396349998 5.82427271782274 6.20143457644495 0.879605512329371 3.78051447111465 5.90759942587418 5.92207586560993 6.11124309010295 0.307131342896867 3.70272176323096 4.32165061801954 5.16159363028327 5.6853302193829
"15" -0.661351601737453 -1.8634448345655 -5.40870705584049 -5.83715583666075 -6.83419383488056 -0.172319167803816 -2.45722928670781 -4.70119891703703 -6.12695480057559 -5.77585563580827 0.814186313914581 3.56330993570756 4.83143033437361 7.99109056183159 8.08762136822611 0.514915268336489 2.70800038178514 4.39485429874556 6.45942479326504 7.04961321996768 1.26537225613456 2.02477344627718 3.92003026414063 5.88425644792294 5.99450517381314
"16" 1.09209877648448 -1.70877631801743 -2.87754383845466 -4.18560274768841 -4.17469343144136 1.3054297921571 -1.41113614890972 -2.7039224554763 -3.43702163185759 -4.65594601662396 1.17707020527118 3.49763735007341 5.41786166698686 7.10290289891701 7.15597035628156 1.70628729399912 3.20135247362013 4.57036596844739 6.26998953057431 6.49131260666921 0.442700208313621 4.2100876100121 4.41649313743462 3.88856425027176 5.54620419016699
"17" -1.25074736985495 -3.82749749714663 -4.2777389456056 -4.23695941890685 -3.01279771614615 -0.596743860269636 -3.23506481751019 -3.79707053303995 -3.29855501825405 -2.14608417450467 2.93688482844535 5.7140124242958 7.47021177799135 8.54595743204266 8.08191864711151 2.44408791666461 5.16968565827411 6.48822219393837 6.5915509451268 6.78140533778391 1.76076618691247 3.83018414966386 5.80203189215216 6.35593467650511 6.59654213956128
"18" 0.701080570600616 -2.12715521307276 -3.91296739039857 -7.47777666277711 -9.90092116704327 0.571791146894404 -1.66836160912055 -4.65276002562329 -5.99117751241648 -9.20983458248439 -0.105989306564514 3.04603014354863 3.90491616148609 7.02255476043314 7.26863484290224 0.61846087560191 2.7806912360676 3.9201345815237 5.15725110464983 6.14409462229551 1.17640377061627 2.68573550036002 2.90859698963394 3.60045407474957 5.52636230862096
"19" -1.16709641985197 -4.3865754558623 -3.43341876428621 -2.12451623715463 -2.76991213891681 -0.571377640232492 -3.67229137492292 -2.66206127794164 -2.72122340993193 -2.31153252145122 1.78904381915988 4.56698911278875 5.81395772644011 6.72763919011646 6.36674875426673 1.26460390840197 3.87234062628725 6.02222763098654 5.90945266944303 5.32823418349025 0.817160722293528 3.07968717217915 5.51054099700176 4.28597196459744 4.42093767162088
"20" -0.770617791881004 -2.43521377590022 -2.69487871132028 -2.85120048301603 -2.81691916569253 0.199880317498776 -1.85201602009776 -2.53660711708333 -3.30917726924249 -2.91591933009205 2.02783091415267 4.41699713620163 5.95412057568604 6.8911975583686 8.60281663370548 1.52422191227622 3.2945030529304 5.83991696473696 5.96664179806619 7.04976115849038 1.57817729125711 2.12944376509064 4.44605042981904 5.41644355321913 6.37441983404338
"21" 0.427236156381905 -1.79752447718332 -1.81917099156981 -2.38466450327816 0.0605873714483509 0.456966604699298 -1.91468530482047 -1.60425013144983 -1.30230039136025 -0.273780169139585 1.78362277559948 4.26522761394532 7.10815471286795 6.81271045092605 6.16022931914704 1.20646303819508 4.03682860476997 5.7904148227749 5.72022206661602 5.56134225571441 0.7109698357956 2.87460657356622 3.97608606557131 5.14138383278186 5.19823672195084
"22" -1.02691951588926 -4.94920167855767 -10.1687118406773 -12.5268810320511 -16.0522684143899 -0.332004474067059 -4.41231031124461 -8.39865176890513 -11.524620323668 -13.9593690560975 1.94098106297282 3.09006283815718 5.08517729194275 8.35716727081723 12.2057714724661 1.12239645547999 3.19554157909498 5.26115418902692 6.75484621189874 9.87772212799469 1.14566388972949 2.17798299954141 3.52470580908685 5.61105584524313 9.52753840074709
"23" -0.217012321500834 -3.84556308683556 -5.81118447312684 -7.18356509387829 -8.16951542038616 -0.104257668344639 -3.10992646724962 -5.03863337957888 -6.45186844671969 -7.40865469106109 1.72335700732945 3.85025889261753 6.67832748683944 7.28275810474362 7.88810907663895 1.32699870278405 3.81760333173711 5.4616552755138 6.61313770527675 8.11916467761193 1.35767072026377 3.78758647306181 4.58174384387686 4.99904962084702 6.38011079984323
"24" -2.12568763169332 -3.86676713050268 -5.76298104506636 -7.64133782841939 -10.4309316088198 -1.11410456371333 -3.42585543479304 -5.21259185377753 -7.59570547011067 -8.77929215669018 1.5194318011514 3.99762526084991 5.54851323250015 6.6766530624417 8.49501895042406 2.05076331124169 2.66567821907011 4.72813244688691 5.28810806508426 7.61104231937158 2.11874789762133 3.3015033739471 3.51273591017206 3.92118453104374 7.32019706124126
"25" -0.0645538853549558 -3.61975427972842 -7.91320889174803 -11.922189276334 -14.5331969898927 -0.562759660862804 -3.28507223282753 -6.94826201165877 -11.16100707589 -13.2729210556521 2.46219384358402 4.11704109952715 5.51340644415731 7.97361482876257 11.374858592044 2.37644788046308 2.91693564260514 5.55556447918419 7.14921475899706 9.25955267231271 2.37409134897902 3.64014115202418 4.48879124959893 6.13228884050605 8.30873890092454
"26" -1.45018166609194 -3.55623371033719 -5.16473548289236 -7.17731502381819 -8.30016962619031 -0.851820774088064 -2.76518462710543 -5.23751870592298 -6.46751669103677 -6.35029171080701 1.80691510903074 2.93847097292532 7.58087925829778 7.89896604292501 9.36239243774344 1.45033047662096 3.85638841470622 5.91354101391485 7.20642085411043 8.09180389326828 1.99746938689614 2.3197279140757 5.15481370963421 6.53575303234107 7.48144620743444
"27" -0.795186902257541 -4.62394207942996 -4.84654898268523 -5.95024823798403 -4.86150569758353 -1.80933168355245 -3.573563923944 -5.18650227521692 -4.19346489950684 -4.06129282072815 3.02619104238676 5.94913380434492 7.97874103996933 8.12566342448453 8.31705014777255 1.33991187280141 4.82435057237036 5.87078596084617 6.82703694202719 6.54629433267452 1.40299437623008 3.51477079036012 5.49378534079712 5.45925067094484 5.62316273163026
"28" -0.745609841989891 -1.70724048459203 -4.50577000786189 -3.3337723020249 -1.97664975545822 0.371372630905369 -1.24563687028588 -2.84837284219862 -3.19636872531987 -2.09994272695158 0.982117800544733 3.30113291581159 4.4966673575293 7.1818260564943 7.97706598138071 1.15072642945769 2.95951204525574 5.06435052388089 6.23129172376904 6.84024627154407 0.103250810746485 3.30093639282816 4.31473091413757 5.09797001137608 6.19548235569156
"29" 0.779065110113232 -3.50158379866746 -3.6998832970603 -4.6772070478539 -4.14384209887071 0.481406896797994 -2.22549188582572 -3.58241677649606 -3.86212461698055 -3.32871644269479 -0.268531182902475 2.81989948395177 6.7496140228981 7.28280409800856 7.44145376924166 0.685956904962752 2.88131590449262 4.8754639719834 6.57213658297062 6.84263137163984 1.44938293576903 3.53209778705648 4.67345953047641 5.67552239499283 6.12251455045303
"30" 0.226402314761688 -3.08953913646583 -4.58603508078554 -5.9396483427076 -6.38530750235518 -0.503264944638011 -3.34549985200386 -4.48154392569716 -5.0494627768234 -5.1542119904175 0.765191137505572 3.88822751705546 5.30204298955189 6.58356809680327 6.95958738062991 0.165952667280331 3.17424930222365 3.8204718858938 5.52579657266816 6.77561597296246 0.0861636953966129 2.65489314999504 3.68707898485891 3.69219999698436 5.56644984499703
"31" -0.0598817288561884 -2.04025093417389 -4.35774748786763 -4.74950415336157 -4.52398918612405 0.643065701399855 -1.89320907701132 -3.89234593903219 -4.14825501965589 -5.14007543499498 0.293340409674278 2.49485485278034 4.86179571475944 7.12678380463989 7.08741436060231 0.690059429326045 2.59158981530876 4.04299377949717 5.96110238293981 5.85311645055573 0.507786517920582 2.76454020381745 3.04299702252787 4.12610215993786 4.86621996790104
