"Y1_t1" "Y1_t2" "Y1_t3" "Y1_t4" "Y1_t5" "Y2_t1" "Y2_t2" "Y2_t3" "Y2_t4" "Y2_t5" "Y3_t1" "Y3_t2" "Y3_t3" "Y3_t4" "Y3_t5"
"1" -0.0134596485925797 -2.16681512836577 -2.68594940106867 -2.05110526905496 -1.67312645284245 0.280126076876976 -1.85834817239853 -2.66741659414739 -1.88985355079253 -1.92535997745334 -0.152236296951693 -0.289996327618 -1.96150417220111 -1.29792441167334 -0.528919714608645
"2" -0.623278508020205 -1.21158072079073 -2.76067646061781 -3.62863875769914 -4.22999999637602 -0.686408876339388 -1.83216088673719 -2.69315359745105 -2.86653183135189 -2.962447632106 -0.244087189678395 -0.770950974503014 -1.44667886362324 -2.08969776315698 -2.31172869017943
"3" 0.550973118810142 -1.85155399047477 -2.83374396872826 -3.9159971983842 -4.86409671580955 -0.345730157637641 -1.67301288421182 -2.42327616731788 -2.51626329074613 -4.07810149643614 -1.08641594999821 -0.983579374859448 -1.96203163045539 -2.70963000124408 -3.10080405222063
"4" -1.16099199201144 -2.64577434350896 -3.40209531490002 -4.02671624820808 -5.31206531515469 -1.40082669638755 -3.03061605052181 -2.85517769874519 -3.64695777590747 -3.93655773618581 -0.272374086584311 -2.17524585686555 -3.62509505218473 -2.85095475463626 -2.60798821018355
"5" -0.162315160555003 -2.39369151427739 -4.28300913768499 -4.34121870096788 -4.34562730380393 -0.262586133074168 -2.6282802451073 -3.14957078334012 -3.5690715234928 -3.56961049788899 0.165677878498226 -1.26817422729973 -2.34732662618255 -2.89592699870842 -3.74307457777513
"6" -0.373433744935717 -1.49157413670247 -3.44811045071771 -4.98807521019142 -3.41698777433325 -0.244547705401405 -1.748616988693 -3.13760898000887 -3.3485011972762 -3.15254807367509 0.0204626312668952 -1.05963576518296 -3.42454141909888 -3.41535934347803 -2.89550386449808
"7" 0.238962460506937 -1.68061322766654 -3.38271370776244 -4.27129972816828 -4.62355313376401 0.470744667905428 -0.880575330095028 -2.77290784757223 -3.00187276467147 -4.36494683196674 0.141473661206772 -1.61184342217906 -2.83277172284621 -2.59494513646643 -3.39422965539003
"8" -0.274421483474761 -3.4581879777554 -3.08249722698818 -3.59309945302217 -4.20190431166111 -0.531668676718231 -2.03091217911891 -3.46316869254546 -3.85636062461859 -3.80903626264679 -1.31740138170586 -1.18354999368699 -2.32232061105475 -2.76867037224658 -2.50518220145851
"9" 0.978571480146441 -0.00632641969337466 -2.99043047951393 -2.93634827106658 -1.6825863131434 -0.0351789191657692 -0.753516844750427 -2.44955550966366 -1.80614438526709 -2.42023585586 0.069719919103946 -1.67498308410884 -1.0992925950993 -2.65837402518423 -2.01124173788149
"10" 0.00328848804393483 -1.23002371020261 -1.1198053871016 -2.5479432467156 -2.34886738015266 -0.0793392133796198 -0.550948357303994 -1.38634767958746 -1.78945418625501 -2.03222346087986 -0.5905665517898 -1.0493340485505 -0.914728284324795 -0.6348653420253 -2.05202059642956
