"X1" "X2" "X3" "X4" "X5" "Y1" "Y2" "Y3" "Y4" "Y5"
"1" -2.45031257968682 -1.60316816771379 -1.60456165750573 -1.77982203906087 -0.706784170440803 4.18617137811092 5.05545484872211 6.19201438292299 5.86677682556873 6.48808426643
"2" -0.959271013531192 -3.48406803294843 -6.2295860451934 -9.03091424080447 -12.6025461100817 3.68024663227008 2.13158911101177 4.27419110617375 6.79881378726883 8.93440871643148
"3" -0.0299615711112294 0.512012599558857 1.45799851663489 2.05072522291925 4.12813961788313 3.9263652296468 4.07045543872338 4.79786862220915 3.55900713274362 3.56998529209847
"4" -1.40838038492967 -2.77383543953847 -2.59175277120611 -2.84923620115551 -3.48100296119545 5.17491301091952 4.30256621919014 5.57624230440411 5.9106964526903 6.52851635721381
"5" -1.87735266327394 -1.91362889832188 -2.61418300732611 -2.45874233996965 -4.09068808348131 4.34634866539045 3.84486289068183 5.13342609546514 4.5420978373021 5.87163849874156
"6" 0.133690814654867 -1.74783205263456 -1.36920938877237 -4.80620633042773 -3.1512570418829 2.17412295582551 3.53096049924189 3.5515956249997 4.96267221222255 6.03597629202847
"7" -1.07134708783543 -3.59483694028228 -4.2732475197116 -6.1255133869341 -6.94320757184443 4.12363219442804 4.69365493244316 4.83496313124459 5.83359053965854 6.62198713072833
"8" -1.50060925493747 -2.13090569756058 -3.54636149841287 -4.2718850195998 -5.08016916553044 3.17812175316895 3.99764881285176 4.85635698024837 6.02875397876033 6.17657311134696
"9" -0.417246274042196 -3.40650747981749 -5.31787998128831 -6.61095327692859 -9.02172729477049 2.84862952564862 2.50476458664848 4.17727136738117 5.04751415641796 6.82348838912742
"10" -0.446069108191114 -1.65019093608549 -1.08757094104698 -1.11940489686617 -0.159782533893411 4.13129936193812 3.62576515947078 4.27854751301351 3.83829050653484 3.42487443438735
"11" -0.650020455613665 -1.69707648390289 -1.4329068615053 -1.68881581868718 -1.62336662569889 2.66239819511619 3.86112502308281 4.09922823325309 3.98227512602927 4.89546953725998
"12" -0.17851963198201 -2.00883577445269 -4.08415825808043 -5.79887387658192 -7.66131996084021 3.6225304407327 3.13237734029456 4.06396945157956 5.11881564497129 7.25839238376819
"13" -1.8901735986659 -2.86524427667272 -4.15187100968823 -5.2795481804341 -6.87142923654717 2.19981519133245 3.09992979501822 2.80400493122128 5.67991098597908 5.32798251845174
"14" -0.0627554006478373 -0.113089001793312 0.400892070765364 -1.73561244120633 -0.025880894834391 3.14018160896384 4.35798728663481 3.60474024450246 3.9278322757101 4.4902241046777
"15" -1.1143147757282 -1.76610887364741 -2.54466060334545 -3.67275237977225 -5.15102807278658 4.46544939831576 4.36932603387282 4.1269411618228 3.9944775456331 6.12728572317464
"16" -1.26598408966463 -2.53932968476803 -2.16112348719782 -1.05765935452748 -1.80190569665565 3.69376914481298 3.64140810919061 4.96096086362436 5.08842830183889 6.18696111364284
"17" -2.01114988311273 -3.78181524114318 -4.65627975030419 -6.44138853787247 -7.41362386442736 3.52400926625428 4.04695760327215 3.49950976774726 3.5332786350076 5.5792672437785
"18" -0.518142676880821 -3.06728736122421 -5.27094082177582 -6.70477331621052 -7.34192101165628 4.1453544468174 3.43128436433742 5.59573280887923 5.86590258449132 6.47898267687437
"19" -1.54880486983613 -2.38806784442739 -2.52694901255579 -1.70523369057422 -2.27954559504451 2.7554783251279 4.13290517276205 4.88386256973371 4.5088819254043 4.41236632974073
"20" -1.67430500728011 -2.7128554270937 -4.19655530951598 -8.07410800034811 -10.7519695122828 3.83269369358787 3.53341766801206 3.49430634369374 5.05725702224216 6.40401018607941
"21" -0.357635055899228 -1.01053906707543 -0.784410696453218 -2.51886963268633 -2.12385710595291 3.79263432792345 4.20032816193821 4.34825843838327 4.80968320791257 4.08186997474112
"22" -1.57301688846604 -2.00533556335044 -3.50807390759661 -3.08442300110415 -5.25500684990263 2.36757251414017 3.02952854354803 5.43334581858114 5.99930931954457 6.76532156532672
